Gene,sample1,sample2,sampleN
SLC35F6,43,50,25
SLC35G1,1,1,2
SLC35G2,0,1,0
SLC35G3,0,0,0
SLC35G4,0,0,0
SLC35G5,8,0,5
SLC35G6,0,0,0
SLC36A1,0,0,0
SLC36A2,0,0,0
SLC36A3,0,0,0
SLC36A4,2,3,2
SLC37A1,1,0,0
SLC37A2,0,1,0
SLC37A3,1,0,0
SLC37A4,10,14,35
SLC38A1,1,0,0
SLC38A10,5,4,5
SLC38A11,0,0,1
SLC38A2,32,70,34
SLC38A3,0,0,5
SLC38A4,0,2,1
SLC38A5,3,1,6
SLC38A6,0,0,0
SLC38A7,2,2,1
SLC38A8,0,0,0
SLC38A9,0,0,0
SLC39A1,40,35,27
SLC39A10,1,1,1
SLC39A11,0,0,0
SLC39A12,0,0,0
SLC39A13,7,7,5
SLC39A14,2,1,3
SLC39A2,2,0,0
SLC39A3,19,31,12
SLC39A4,17,16,7
SLC39A5,1,0,15
SLC39A6,30,33,24
SLC39A7,60,51,38
SLC39A8,0,1,1
SLC39A9,1,2,1
SLC3A1,51,3,83
SLC3A2,9,5,5
SLC40A1,182,115,97
SLC41A1,2,6,10
SLC41A2,0,0,0
SLC41A3,0,0,0
SLC43A1,0,0,2
SLC43A2,1,1,0
SLC43A3,7,7,3
SLC44A1,3,2,1
SLC44A2,8,7,7
SLC44A3,1,0,1
SLC44A4,15,3,8
SLC44A5,0,0,0
SLC45A1,0,0,0
SLC45A2,0,0,0
SLC45A3,21,22,9
SLC45A4,0,0,0
SLC46A1,2,2,1
SLC46A2,0,0,0
SLC46A3,6,5,4
SLC47A1,1,0,0
SLC47A2,0,0,0
SLC48A1,2,3,3
SLC49A3,0,0,0
SLC49A4,6,7,6
SLC4A1,0,0,0
SLC4A10,0,0,0
SLC4A11,0,1,0
SLC4A1AP,15,20,10
SLC4A2,4,3,4
SLC4A3,0,1,1
SLC4A4,1,1,6
SLC4A5,0,0,0
SLC4A7,1,1,1
SLC4A8,0,0,0
SLC4A9,0,0,0
SLC50A1,21,11,12
SLC51A,0,0,0
SLC51B,0,0,0
SLC52A1,0,2,0
SLC52A2,22,25,12
SLC52A3,1,0,1
SLC5A1,11,4,8
SLC5A10,0,0,0
SLC5A11,0,0,0
SLC5A12,0,0,0
SLC5A2,0,0,0
SLC5A3,12,13,13
SLC5A4,0,0,0
SLC5A5,0,0,0
SLC5A6,1,0,0
SLC5A7,0,0,0
SLC5A8,0,0,0
SLC5A9,0,0,1
SLC6A1,0,0,0
SLC6A11,0,0,0
SLC6A12,0,0,0
SLC6A13,0,0,0
SLC6A14,105,11,40
SLC6A15,0,0,0
SLC6A16,0,0,0
SLC6A17,0,1,0
SLC6A18,0,0,0
SLC6A19,0,1,4
SLC6A2,0,0,0
SLC6A20,11,2,5
SLC6A3,0,0,0
SLC6A4,0,4,1
SLC6A5,0,0,0
SLC6A6,4,2,2
SLC6A7,0,0,0
SLC6A8,11,9,4
SLC6A9,0,0,0
SLC7A1,3,4,2
SLC7A10,0,0,0
SLC7A11,3,1,1
SLC7A13,0,0,0
SLC7A14,0,2,0
SLC7A2,0,2,1
SLC7A3,0,0,0
SLC7A4,6,0,3
SLC7A5,4,9,2
SLC7A6,1,3,1
SLC7A6OS,23,13,15
SLC7A7,5,3,2
SLC7A8,7,14,4
SLC7A9,0,0,0
SLC8A1,0,0,0
SLC8A2,0,4,1
SLC8A3,0,0,0
SLC8B1,2,4,1
SLC9A1,6,5,2
SLC9A2,1,2,0
SLC9A3,0,0,0
SLC9A3R1,72,50,69
SLC9A3R2,14,12,10
SLC9A4,1,0,0
SLC9A5,0,0,0
SLC9A6,0,1,0
SLC9A7,0,0,0
SLC9A8,0,0,0
SLC9A9,0,0,0
SLC9B1,0,0,0
SLC9B2,2,1,1
SLC9C1,0,0,0
SLC9C2,0,0,0
SLCO1A2,0,0,0
SLCO1B1,1,0,0
SLCO1B3,2,0,1
SLCO1C1,0,0,0
SLCO2A1,8,7,6
SLCO2B1,3,9,1
SLCO3A1,0,1,0
SLCO4A1,2,2,1
SLCO4C1,0,0,0
SLCO5A1,0,0,0
SLCO6A1,0,0,0
SLF1,0,0,0
SLF2,1,1,2
SLFN11,0,1,0
SLFN12,1,2,1
SLFN12L,0,1,1
SLFN13,1,0,1
SLFN14,0,0,0
SLFN5,12,17,10
SLFNL1,0,0,0
SLIRP,45,33,25
SLIT1,0,0,0
SLIT2,0,0,0
SLIT3,0,1,0
SLITRK1,0,0,1
SLITRK2,0,0,0
SLITRK3,0,0,0
SLITRK4,1,3,0
SLITRK5,2,8,9
SLITRK6,3,1,1
SLK,11,13,10
SLMAP,0,0,0
SLN,0,0,0
SLPI,2961,3316,743
SLTM,5,4,3
SLU7,8,10,7
SLURP1,0,0,0
SLX4,1,2,0
SLX4IP,0,2,1
SMAD1,0,0,0
SMAD2,1,2,1
SMAD3,4,2,2
SMAD4,12,11,13
SMAD5,2,5,3
SMAD6,1,1,0
SMAD7,5,6,2
SMAD9,0,0,0
SMAGP,12,12,6
SMAP1,1,1,0
SMAP2,1,2,1
SMARCA1,3,2,2
SMARCA2,2,3,2
SMARCA4,0,1,0
SMARCA5,53,62,28
SMARCAD1,0,0,0
SMARCAL1,0,2,1
SMARCB1,2,2,1
SMARCC1,13,12,10
SMARCC2,3,3,3
SMARCD1,4,2,3
SMARCD2,20,15,16
SMARCD3,1,4,4
SMARCE1,35,55,42
SMC1A,19,26,13
SMC1B,0,0,0
SMC2,1,1,0
SMC3,35,59,47
SMC4,10,10,5
SMC5,3,1,2
SMC6,1,1,1
SMCHD1,1,1,1
SMCO1,0,0,0
SMCO2,0,0,0
SMCO3,0,0,0
SMCO4,4,5,3
SMCR8,10,8,9
SMDT1,18,24,19
SMG1,1,1,1
SMG5,4,2,3
SMG6,0,0,0
SMG7,0,0,0
SMG8,0,0,3
SMG9,1,2,2
SMIM1,2,4,1
SMIM10,119,159,57
SMIM10L1,41,26,36
SMIM10L2A,3,19,15
SMIM10L2B,3,0,7
SMIM12,12,10,6
SMIM13,8,9,4
SMIM14,6,6,4
SMIM15,193,95,113
SMIM17,0,0,0
SMIM18,0,0,0
SMIM19,9,10,8
SMIM20,20,15,11
SMIM21,0,0,0
SMIM22,49,33,27
SMIM23,0,0,0
SMIM24,152,166,26
SMIM26,170,242,197
SMIM27,6,9,7
SMIM29,42,56,24
SMIM3,31,46,19
SMIM30,244,303,211
SMIM31,4,3,2
SMIM32,5,48,8
SMIM33,11,5,8
SMIM35,0,0,0
SMIM36,0,0,0
SMIM4,260,221,178
SMIM5,6,2,4
SMIM6,277,110,155
SMIM7,8,9,6
SMIM8,3,3,5
SMIM9,0,0,1
SMKR1,3,1,3
SMLR1,0,0,0
SMN1,0,0,0
SMN2,0,0,0
SMNDC1,21,32,25
SMO,2,3,4
SMOC1,0,1,0
SMOC2,0,1,0
SMOX,0,0,0
SMPD1,4,5,5
SMPD2,30,12,13
SMPD3,0,0,0
SMPD4,0,0,0
SMPDL3A,15,9,10
SMPDL3B,2,2,2
SMPX,0,0,0
SMR3A,0,0,0
SMR3B,0,0,0
SMS,4,3,4
SMTN,1,0,1
SMTNL1,0,0,0
SMTNL2,0,0,0
SMU1,6,10,6
SMUG1,1,0,1
SMURF1,1,1,1
SMURF2,2,2,2
SMYD1,0,0,0
SMYD2,2,2,3
SMYD3,0,0,0
SMYD4,1,1,0
SMYD5,10,6,12
SNAI1,60,70,31
SNAI2,33,187,6
SNAI3,2,5,1
SNAP23,4,7,2
SNAP25,0,0,0
SNAP29,26,28,16
SNAP47,0,1,0
SNAP91,0,0,0
SNAPC1,11,16,7
SNAPC2,97,88,61
SNAPC3,0,0,0
SNAPC4,2,2,2
SNAPC5,9,7,4
SNAPIN,89,106,67
SNCA,0,0,0
SNCAIP,0,0,0
SNCB,0,0,0
SNCG,2,3,0
SND1,2,1,1
SNED1,0,0,0
SNF8,11,12,9
SNIP1,17,14,14
SNN,23,38,15
SNORC,0,0,0
SNPH,0,0,0
SNRK,2,2,1
SNRNP200,55,58,50
SNRNP25,35,64,12
SNRNP27,57,44,30
SNRNP35,6,12,8
SNRNP40,10,6,8
SNRNP48,7,8,5
SNRNP70,28,18,24
SNRPA,41,52,39
SNRPA1,3,5,2
SNRPB,59,110,39
SNRPB2,53,104,56
SNRPC,16,9,14
SNRPD1,71,41,31
SNRPD2,146,107,88
SNRPD3,38,27,21
SNRPE,31,40,22
SNRPF,149,158,137
SNRPG,10,9,4
SNRPN,0,0,0
SNTA1,0,1,0
SNTB1,0,1,0
SNTB2,1,2,1
SNTG1,0,0,0
SNTG2,0,0,0
SNTN,0,0,1
SNU13,78,66,53
SNUPN,5,3,3
SNURF,0,0,0
SNW1,9,6,6
SNX1,13,11,10
SNX10,1,2,1
SNX11,1,1,1
SNX12,10,10,6
SNX13,0,0,0
SNX14,0,0,0
SNX15,0,0,0
SNX16,0,1,0
SNX17,9,13,8
SNX18,1,2,1
SNX19,1,1,1
SNX2,11,12,9
SNX20,3,11,3
SNX21,3,3,3
SNX22,1,2,1
SNX24,0,0,0
SNX25,0,0,0
SNX27,2,1,1
SNX29,0,0,0
SNX3,11,11,6
SNX30,0,0,0
SNX31,0,0,0
SNX32,1,0,0
SNX33,15,11,14
SNX4,3,2,2
SNX5,13,15,9
SNX6,2,2,2
SNX7,1,1,0
SNX8,1,1,0
SNX9,15,16,7
SOAT1,3,5,3
SOAT2,0,0,0
SOBP,0,0,0
SOCS1,30,41,103
SOCS2,0,1,1
SOCS3,118,283,74
SOCS4,4,6,4
SOCS5,1,2,2
SOCS6,4,3,2
SOCS7,1,1,2
SOD1,808,331,488
SOD2,9,9,7
SOD3,109,240,208
SOGA1,2,3,2
SOGA3,0,0,0
SOHLH1,0,0,0
SOHLH2,0,0,0
SON,35,30,27
SORBS1,0,0,0
SORBS2,0,0,0
SORBS3,1,1,0
SORCS1,0,0,0
SORCS2,0,0,0
SORCS3,0,0,0
SORD,1,1,0
SORL1,9,7,8
SORT1,2,2,2
SOS1,1,1,0
SOS2,0,1,0
SOST,0,11,0
SOSTDC1,1,0,10
SOWAHA,12,36,21
SOWAHB,0,0,0
SOWAHC,187,113,149
SOWAHD,0,0,0
SOX1,0,0,0
SOX10,1,15,0
SOX11,0,0,3
SOX12,8,41,34
SOX13,1,1,1
SOX14,0,0,0
SOX15,11,9,4
SOX17,6,18,4
SOX18,4,110,44
SOX2,2,11,1
SOX21,14,15,8
SOX3,0,0,0
SOX30,1,0,0
SOX4,1212,1510,399
SOX5,0,0,0
SOX6,0,0,0
SOX7,8,19,6
SOX8,56,0,20
SOX9,737,273,605
SP1,5,6,5
SP100,3,3,3
SP110,1,1,1
SP140,0,0,0
SP140L,0,0,0
SP2,0,0,0
SP3,5,4,4
SP4,0,1,0
SP5,9,4,1
SP6,0,0,0
SP8,0,0,0
SP9,0,0,0
SPA17,6,3,2
SPAAR,0,37,1
SPACA1,0,0,0
SPACA3,0,0,8
SPACA4,0,0,0
SPACA6,3,3,2
SPACA9,0,0,1
SPAG1,1,0,0
SPAG16,0,0,0
SPAG17,0,0,0
SPAG4,4,2,13
SPAG5,6,0,1
SPAG6,0,0,0
SPAG7,113,142,118
SPAG8,1,0,2
SPAG9,3,3,2
SPAM1,0,0,0
SPANXD,0,0,0
SPANXN2,0,0,0
SPANXN5,0,0,0
SPARC,103,286,24
SPARCL1,10,29,5
SPART,2,2,1
SPAST,1,1,1
SPATA1,0,0,0
SPATA12,0,0,0
SPATA13,1,1,1
SPATA16,0,0,0
SPATA17,0,0,0
SPATA18,0,1,1
SPATA2,2,5,3
SPATA20,19,11,18
SPATA21,0,0,0
SPATA24,2,4,1
SPATA25,0,0,0
SPATA2L,18,14,27
SPATA3,0,0,0
SPATA31D1,0,0,0
SPATA31D3,0,0,0
SPATA31E1,0,0,0
SPATA32,0,0,0
SPATA33,3,1,1
SPATA4,0,0,0
SPATA45,0,0,0
SPATA46,0,0,0
SPATA48,0,0,0
SPATA5,0,0,0
SPATA5L1,1,1,2
SPATA6,0,0,0
SPATA6L,0,0,0
SPATA7,0,0,0
SPATA8,0,0,0
SPATA9,0,0,0
SPATC1,0,0,0
SPATC1L,0,0,0
SPATS2,0,0,0
SPATS2L,2,2,1
SPC24,0,0,0
SPC25,0,1,0
SPCS1,436,551,378
SPCS2,15,9,15
SPCS3,176,147,143
SPDEF,12,16,6
SPDL1,0,0,0
SPDYA,1,0,0
SPDYC,0,0,0
SPDYE1,0,0,0
SPDYE3,0,0,0
SPDYE5,0,0,0
SPDYE6,0,0,0
SPECC1,0,0,0
SPECC1L,1,1,1
SPECC1L-ADORA2A,0,0,0
SPEF1,0,0,10
SPEF2,0,0,0
SPEG,0,0,0
SPEM1,0,0,1
SPEM2,0,0,0
SPEM3,1,0,0
SPEN,23,20,17
SPESP1,8,1,5
SPG11,2,1,1
SPG21,3,5,2
SPG7,4,5,4
SPHK1,12,32,5
SPHK2,1,4,2
SPHKAP,0,0,0
SPI1,5,10,2
SPIB,0,0,1
SPIC,0,0,0
SPICE1,1,1,1
SPIDR,0,0,0
SPIN1,9,15,9
SPIN2A,0,0,0
SPIN2B,9,4,1
SPIN3,4,9,5
SPIN4,19,68,30
SPINDOC,1,1,1
SPINK1,730,163,1958
SPINK13,2,0,0
SPINK2,0,0,0
SPINK4,38,207,150
SPINK5,1,1,0
SPINK6,0,0,0
SPINK7,0,0,0
SPINK8,0,0,0
SPINK9,0,0,0
SPINT1,20,13,13
SPINT2,124,71,69
SPIRE1,0,0,0
SPIRE2,5,2,5
SPN,40,96,20
SPNS1,0,0,1
SPNS3,0,0,0
SPO11,0,0,0
SPOCD1,0,0,0
SPOCK1,1,2,0
SPOCK2,2,12,1
SPOCK3,0,0,0
SPON1,0,2,1
SPON2,36,61,11
SPOP,2,3,1
SPOPL,6,9,3
SPOUT1,10,5,7
SPP1,421,246,440
SPP2,0,0,0
SPPL2A,6,6,3
SPPL2B,2,3,4
SPPL2C,0,0,0
SPPL3,3,4,3
SPR,96,42,80
SPRED1,2,3,1
SPRED2,1,1,1
SPRED3,1,2,1
SPRN,0,0,0
SPRR1B,201,245,0
SPRR2A,281,182,1
SPRR2B,0,0,0
SPRR2D,0,0,0
SPRR2E,0,33,0
SPRR2F,0,0,0
SPRR3,81,107,1
SPRR5,0,0,0
SPRTN,4,2,2
SPRY1,15,37,27
SPRY2,81,100,62
SPRY4,9,12,4
SPRYD3,55,46,49
SPRYD4,17,33,18
SPRYD7,4,3,4
SPSB1,8,8,5
SPSB2,24,36,12
SPSB3,17,20,18
SPSB4,0,0,0
SPTA1,0,0,0
SPTAN1,1,1,0
SPTB,0,0,0
SPTBN1,3,3,2
SPTBN2,0,0,0
SPTBN4,0,0,0
SPTBN5,0,0,0
SPTLC1,0,0,0
SPTLC2,4,8,3
SPTLC3,0,0,0
SPTSSA,97,87,54
SPTSSB,2,2,1
SPTY2D1,41,23,20
SPTY2D1OS,2,0,0
SPX,0,0,4
SPZ1,0,0,0
SQLE,51,33,23
SQOR,13,10,9
SQSTM1,96,58,36
SRA1,25,20,18
SRARP,11,0,1
SRBD1,0,0,0
SRC,1,1,1
SRCAP,2,4,1
SRCIN1,0,0,0
SRD5A1,2,4,1
SRD5A2,0,0,0
SRD5A3,30,31,16
SREBF1,2,2,2
SREBF2,7,4,4
SREK1,11,9,10
SREK1IP1,14,17,11
SRF,32,42,36
SRFBP1,2,3,2
SRGAP1,0,1,1
SRGAP2,0,0,0
SRGAP2B,0,0,0
SRGAP2C,0,0,0
SRGAP3,0,0,0
SRGN,102,284,28
SRI,54,41,28
SRL,0,0,0
SRM,123,143,103
SRMS,0,0,0
SRP14,590,508,391
SRP19,9,10,8
SRP54,7,6,4
SRP68,9,4,8
SRP72,17,12,11
SRP9,40,58,33
SRPK1,8,5,5
SRPK2,0,0,0
SRPK3,3,6,3
SRPRA,36,38,33
SRPRB,16,20,14
SRPX,0,1,0
SRPX2,3,12,2
SRR,1,1,1
SRRD,13,5,8
SRRM1,1,1,1
SRRM2,167,195,155
SRRM3,0,0,0
SRRM4,0,0,0
SRRM5,12,0,3
SRRT,13,9,10
SRSF1,16,13,12
SRSF10,9,10,9
SRSF11,7,7,6
SRSF12,0,0,0
SRSF2,210,178,144
SRSF3,156,108,107
SRSF4,13,16,11
SRSF5,91,127,95
SRSF6,139,108,112
SRSF7,64,66,48
SRSF8,97,102,93
SRSF9,266,230,215
SRXN1,0,0,0
SS18,2,2,1
SS18L1,1,1,1
SS18L2,31,21,16
SSB,129,95,73
SSBP1,25,23,17
SSBP2,0,0,0
SSBP3,0,0,0
SSBP4,3,4,2
SSC4D,0,0,0
SSC5D,1,5,1
SSH1,0,1,0
SSH2,0,0,0
SSH3,31,21,27
SSMEM1,0,0,0
SSNA1,401,546,369
SSPN,2,4,3
SSR1,38,37,32
SSR2,379,202,334
SSR3,95,82,77
SSR4,106,87,140
SSRP1,40,45,37
SST,205,4236,1949
SSTR1,5,15,8
SSTR2,0,11,5
SSTR3,0,0,0
SSTR4,0,0,0
SSTR5,0,0,0
SSU72,66,40,50
SSUH2,0,0,0
SSX1,0,0,0
SSX2IP,0,0,0
SSX3,0,0,0
ST13,38,55,33
ST14,143,104,87
ST18,0,0,0
ST20,2,3,1
ST3GAL1,3,3,2
ST3GAL2,3,6,2
ST3GAL3,0,0,0
ST3GAL4,0,1,0
ST3GAL5,0,1,0
ST3GAL6,0,0,0
ST6GAL1,2,2,1
ST6GAL2,0,0,0
ST6GALNAC1,9,4,5
ST6GALNAC2,0,0,0
ST6GALNAC3,0,0,0
ST6GALNAC4,24,33,28
ST6GALNAC5,0,0,0
ST6GALNAC6,0,0,0
ST7,0,0,0
ST7L,0,0,0
ST8SIA1,0,0,0
ST8SIA2,0,0,0
ST8SIA3,0,25,12
ST8SIA4,1,3,0
ST8SIA5,0,0,0
ST8SIA6,0,0,0
STAB1,2,5,1
STAB2,0,0,0
STAC,0,0,0
STAC2,0,0,0
STAC3,1,2,2
STAG1,0,0,0
STAG2,0,1,0
STAG3,0,0,0
STAM,0,0,0
STAM2,13,18,11
STAMBP,1,1,1
STAMBPL1,0,0,0
STAP1,0,0,0
STAP2,15,10,9
STAR,0,0,0
STARD10,27,30,31
STARD13,0,0,0
STARD3,2,3,2
STARD3NL,1,1,1
STARD4,2,4,1
STARD5,1,5,1
STARD6,0,0,0
STARD7,31,46,27
STARD8,1,0,0
STARD9,0,0,0
STAT1,3,4,4
STAT2,2,5,3
STAT3,1,2,1
STAT4,0,0,0
STAT5A,2,5,2
STAT5B,1,1,1
STAT6,10,16,8
STATH,0,0,0
STAU1,2,1,1
STAU2,0,0,0
STBD1,2,2,0
STC1,17,16,55
STC2,2,15,16
STEAP1,110,107,80
STEAP1B,0,0,0
STEAP2,2,1,1
STEAP3,5,2,3
STEAP4,4,8,6
STIL,0,0,0
STIM1,0,0,0
STIM2,2,2,1
STIMATE,1,0,0
STIP1,17,15,11
STK10,1,1,1
STK11,18,28,18
STK11IP,2,5,2
STK16,8,16,9
STK17A,28,14,24
STK17B,4,6,2
STK19,1,0,0
STK24,8,4,5
STK25,4,3,3
STK26,1,0,1
STK3,0,0,0
STK31,0,0,0
STK32A,0,0,0
STK32B,0,0,0
STK32C,0,0,0
STK33,0,0,0
STK35,6,7,4
STK36,1,1,2
STK38,3,3,2
STK38L,44,29,28
STK39,1,0,0
STK4,1,2,1
STK40,12,9,8
STKLD1,0,0,0
STMN1,21,54,13
STMN2,1,3,1
STMN3,6,20,6
STMN4,0,0,0
STMND1,0,0,4
STMP1,60,64,52
STN1,5,5,4
STOM,9,17,10
STOML1,3,1,1
STOML2,130,116,91
STOML3,0,0,0
STON1,0,0,1
STON1-GTF2A1L,0,0,0
STON2,0,0,0
STOX1,0,0,0
STOX2,0,0,1
STPG1,1,1,1
STPG2,0,0,0
STPG4,0,0,0
STRA6,0,1,0
STRA8,0,0,0
STRADA,0,0,0
STRADB,1,2,3
STRAP,65,88,37
STRBP,1,1,1
STRC,0,0,0
STRIP1,3,7,4
STRIP2,0,0,0
STRN,3,3,2
STRN3,5,3,4
STRN4,3,2,2
STS,0,0,0
STT3A,9,8,6
STT3B,11,12,9
STUB1,281,257,237
STUM,0,1,0
STX10,11,4,5
STX11,0,0,0
STX12,20,37,19
STX16,4,4,4
STX16-NPEPL1,0,0,0
STX17,1,1,1
STX18,2,2,1
STX19,3,0,4
STX1A,26,9,8
STX1B,1,1,0
STX2,1,2,1
STX3,3,3,2
STX4,57,84,31
STX5,3,3,3
STX6,5,3,3
STX7,5,6,3
STX8,0,0,0
STXBP1,0,0,0
STXBP2,8,7,4
STXBP3,12,16,14
STXBP4,0,0,0
STXBP5,0,0,0
STXBP5L,0,0,0
STXBP6,0,0,0
STYK1,1,0,0
STYX,2,3,1
STYXL1,1,0,0
SUB1,55,62,35
SUCLA2,8,14,9
SUCLG1,42,39,42
SUCLG2,1,1,1
SUCNR1,36,50,26
SUCO,3,3,3
SUDS3,4,4,4
SUFU,0,0,0
SUGCT,0,0,0
SUGP2,1,1,1
SUGT1,8,9,6
SULF1,1,2,0
SULF2,0,0,0
SULT1A1,1,2,2
SULT1A2,0,1,1
SULT1B1,42,4,20
SULT1C2,26,18,8
SULT1C4,0,0,0
SULT1E1,6,0,6
SULT2A1,0,0,0
SULT2B1,0,0,0
SULT4A1,0,1,0
SULT6B1,0,0,0
SUMF1,0,0,0
SUMF2,10,7,8
SUMO1,1,1,1
SUMO2,23,13,17
SUMO3,86,81,69
SUMO4,0,9,1
SUN1,1,0,0
SUN2,2,2,2
SUN3,0,0,0
SUN5,0,0,0
SUOX,6,5,7
SUPT16H,50,48,35
SUPT20H,0,0,0
SUPT3H,0,0,0
SUPT4H1,72,64,61
SUPT5H,6,5,4
SUPT6H,2,2,1
SUPT7L,4,6,3
SUPV3L1,2,1,1
SURF1,21,22,27
SURF2,10,5,10
SURF4,9,8,7
SURF6,20,15,11
SUSD1,0,0,0
SUSD2,17,57,12
SUSD3,0,0,0
SUSD4,0,0,0
SUSD5,1,1,0
SUSD6,12,27,11
SUV39H1,4,4,3
SUV39H2,0,0,0
SUZ12,3,3,2
SV2A,1,3,1
SV2B,0,0,0
SV2C,0,0,0
SVBP,9,4,7
SVEP1,1,2,1
SVIL,1,1,1
SVIP,84,56,47
SVOP,0,0,0
SVOPL,0,0,0
SWAP70,5,9,4
SWI5,5,10,4
SWSAP1,79,30,64
SWT1,0,0,0
SYAP1,28,24,17
SYBU,0,0,0
SYCE1,0,1,1
SYCE1L,0,1,2
SYCE2,0,0,0
SYCE3,0,0,0
SYCN,194,120,22993
SYCP1,0,0,0
SYCP2,0,0,0
SYCP2L,0,0,0
SYCP3,1,1,0
SYDE1,0,4,3
SYDE2,0,0,1
SYF2,90,79,72
SYK,0,1,0
SYMPK,4,5,3
SYN1,0,1,0
SYN2,0,0,0
SYN3,0,0,0
SYNC,0,0,0
SYNCRIP,6,6,4
SYNDIG1,0,0,0
SYNDIG1L,0,0,0
SYNE1,0,0,0
SYNE2,1,1,1
SYNE3,0,0,0
SYNE4,1,4,1
SYNGAP1,0,0,0
SYNGR1,4,1,8
SYNGR2,506,470,290
SYNGR3,0,1,0
SYNGR4,0,0,0
SYNJ1,0,0,0
SYNJ2,2,1,1
SYNJ2BP,8,15,16
SYNJ2BP-COX16,0,0,0
SYNM,3,4,2
SYNPO,1,1,1
SYNPO2,0,1,0
SYNPO2L,0,0,0
SYNPR,0,0,0
SYNRG,0,0,0
SYP,4,15,13
SYPL1,9,9,7
SYPL2,0,0,1
SYS1,30,34,20
SYT1,0,0,0
SYT10,0,0,0
SYT11,2,10,1
SYT12,1,0,0
SYT13,10,8,3
SYT14,0,0,0
SYT15,0,0,0
SYT16,0,0,0
SYT17,0,0,0
SYT2,0,0,0
SYT3,0,0,0
SYT4,1,13,4
SYT5,0,0,0
SYT6,0,0,0
SYT7,0,0,0
SYT8,4,5,19
SYT9,0,0,0
SYTL1,7,4,7
SYTL2,0,0,0
SYTL3,0,0,0
SYTL4,0,0,0
SYTL5,0,0,0
SYVN1,41,45,29
SZRD1,3,4,3
SZT2,4,4,4
TAAR1,0,0,0
TAAR2,0,0,0
TAAR6,0,0,0
TAAR8,0,0,0
TAB1,6,5,6
TAB2,1,1,1
TAB3,1,0,1
TAC1,1,0,0
TAC3,0,0,0
TAC4,0,0,0
TACC1,0,1,1
TACC2,0,0,0
TACC3,1,1,0
TACO1,24,33,24
TACR1,0,0,0
TACR2,0,0,0
TACR3,0,0,0
TACSTD2,3601,2318,1829
TADA1,8,5,12
TADA2A,0,0,0
TADA2B,29,42,24
TADA3,21,14,13
TAF1,0,0,0
TAF10,269,214,159
TAF11,20,35,18
TAF12,3,2,1
TAF13,192,169,95
TAF15,10,8,10
TAF1A,0,0,0
TAF1B,1,1,1
TAF1C,3,5,3
TAF1D,99,88,72
TAF1L,0,0,0
TAF2,1,0,0
TAF3,1,3,1
TAF4,1,0,1
TAF4B,0,0,0
TAF5,0,5,1
TAF5L,5,4,3
TAF6,1,1,2
TAF6L,2,1,3
TAF7,1145,1116,730
TAF7L,0,0,0
TAF8,1,1,1
TAF9,17,15,11
TAF9B,13,20,17
TAGAP,2,1,1
TAGLN,147,410,56
TAGLN2,2283,1066,1246
TAGLN3,0,5,0
TAL1,0,0,0
TAL2,0,0,48
TALDO1,197,89,97
TAMM41,0,0,0
TANC1,0,0,0
TANC2,0,0,0
TANGO2,0,0,0
TANGO6,0,0,0
TANK,1,1,1
TAOK1,6,6,4
TAOK2,3,3,3
TAOK3,0,0,0
TAP1,5,10,8
TAP2,4,8,5
TAPBP,22,26,16
TAPBPL,4,4,5
TAPT1,1,2,1
TARBP1,0,0,0
TARBP2,7,9,3
TARDBP,6,5,4
TARM1,0,0,0
TARS2,2,2,1
TAS1R1,0,0,0
TAS1R3,1,0,0
TAS2R1,0,0,0
TAS2R10,0,0,0
TAS2R13,3,0,1
TAS2R14,4,0,5
TAS2R19,0,0,0
TAS2R20,0,4,0
TAS2R3,0,0,0
TAS2R30,0,2,0
TAS2R31,0,0,10
TAS2R38,0,0,0
TAS2R39,0,0,0
TAS2R4,17,27,17
TAS2R40,0,0,0
TAS2R43,0,0,0
TAS2R46,0,0,0
TAS2R5,0,0,0
TAS2R50,0,0,0
TAS2R7,0,0,0
TASOR,2,2,1
TASOR2,4,4,3
TASP1,0,0,0
TAT,0,2,0
TATDN1,1,0,1
TATDN2,5,14,4
TATDN3,1,1,1
TAX1BP1,13,11,9
TAX1BP3,27,76,26
TBATA,0,0,0
TBC1D1,0,0,0
TBC1D10A,14,6,8
TBC1D10B,28,25,20
TBC1D10C,2,2,1
TBC1D12,0,0,0
TBC1D13,4,8,3
TBC1D14,0,0,0
TBC1D15,0,0,0
TBC1D16,0,0,0
TBC1D17,8,11,10
TBC1D19,0,0,0
TBC1D2,1,1,0
TBC1D20,9,10,7
TBC1D21,0,0,0
TBC1D22A,0,0,0
TBC1D22B,2,1,1
TBC1D23,5,4,4
TBC1D24,2,1,2
TBC1D25,0,0,0
TBC1D26,0,0,0
TBC1D28,0,0,0
TBC1D2B,0,1,0
TBC1D30,0,0,0
TBC1D31,0,0,0
TBC1D32,0,0,0
TBC1D3L,0,0,0
TBC1D4,0,0,0
TBC1D5,0,0,0
TBC1D7,1,1,1
TBC1D8,0,0,1
TBC1D8B,1,1,1
TBC1D9,3,7,2
TBC1D9B,3,5,3
TBCA,8,6,5
TBCB,40,30,19
TBCC,274,186,183
TBCCD1,2,1,1
TBCD,0,0,0
TBCEL,1,0,1
TBCK,0,0,0
TBK1,3,4,1
TBKBP1,0,0,0
TBL1X,1,1,1
TBL1XR1,1,1,1
TBL1Y,0,0,0
TBL2,5,3,3
TBL3,4,9,3
TBP,15,13,7
TBPL1,2,2,1
